company,job_summary,job_title,job_type,location,post_date,remote,salary_range,url
Appcastenterprise,"Salary: 10.14 - 11.00 per hour Mileage Reference: KENT-SCP1.2 Job Title: Care Assistant Location: Gravesend DA11, DA12, DA13 Pay Rate:  10.14 - 11.00 p/h Mileage: 20p per mile Shifts available: Flexible hours available, full time, part time, evenings...",Care Assistant,"Permanent, full-time or part-time",Gravesend                    Kent,Yesterday by Appcastenterprise,,Competitive salary,https://www.reed.co.uk/jobs/care-assistant/47360392?source=searchResults&filter=%2fjobs%2fpart-time%3fsortby%3dDisplayDate
Opinion Groups,"Immediate Start - Earn Extra Money In Your Spare Time We are currently looking for members to start working online and from home - flexible hours. All you need is a smartphone, tablet or laptop to get involved. Cashback UK could help you earn extra income...",Work From Home - Choose Your Own Hours,"Temporary, full-time or part-time",Dagenham                    Essex,Yesterday by Opinion Groups,Work from home,Training Course,https://www.reed.co.uk/jobs/work-from-home-choose-your-own-hours/47299809?source=searchResults&filter=%2fjobs%2fwork-from-home-jobs%3fsortby%3dDisplayDate
Opinion Groups,"Immediate Start - Earn Extra Money In Your Spare Time We are currently looking for members to start working online and from home - flexible hours. All you need is a smartphone, tablet or laptop to get involved. Cashback could help you earn extra income...",Paid Emails - Remote,"Permanent, full-time or part-time",Bury                    Lancashire,Yesterday by Opinion Groups,Work from home,Training Course,https://www.reed.co.uk/jobs/paid-emails-remote/47299675?source=searchResults&filter=%2fjobs%2fwork-from-home-jobs%3fsortby%3dDisplayDate
Opinion Groups,"Immediate Start - Make Additional Money In Your Spare Time We are currently looking for members to start working online and from home - flexible hours. All you need is a smartphone, tablet or laptop to get involved. Caskback UK could help you earn extra...",Remote Work,"Permanent, full-time or part-time",Wigan                    Lancashire,Yesterday by Opinion Groups,Work from home,Training Course,https://www.reed.co.uk/jobs/remote-work/47299692?source=searchResults&filter=%2fjobs%2fwork-from-home-jobs%3fsortby%3dDisplayDate
Opinion Groups,"Immediate Start - Make Additional Money In Your Spare Time We are currently looking for members to start working online and from home - flexible hours. All you need is a smartphone, tablet or laptop to get involved. Caskback UK could help you earn extra...",Remote Work,"Permanent, full-time or part-time",Wigan                    Lancashire,Yesterday by Opinion Groups,Work from home,Training Course,https://www.reed.co.uk/jobs/remote-work/47299692?source=searchResults&filter=%2fjobs%2fwork-from-home-jobs%3fsortby%3dDisplayDate
Opinion Groups,"Immediate Start - Earn Extra Money In Your Spare Time We are currently looking for members to start working online and from home - flexible hours. All you need is a smartphone, tablet or laptop to get involved. Cashback UK could help you earn extra income...",Work From Home - Choose Your Own Hours,"Temporary, full-time or part-time",Portsmouth                    Hampshire,Yesterday by Opinion Groups,Work from home,Training Course,https://www.reed.co.uk/jobs/work-from-home-choose-your-own-hours/47299773?source=searchResults&filter=%2fjobs%2fwork-from-home-jobs%3fsortby%3dDisplayDate
Appcastenterprise,"Salary: 9.50 - 9.50 per hour Reference: ABACARESWA Job Title :Care Assistant Locations: SA1 Townhill, Marina, Bonymaen, Landore, Winchwen, SA2 Dunvant, Killay, Sketty SA4 Gorseinon, Pontarddulais, Pontlliw, Penllergaer, Loughor, Gowerton, Three Crosses...",Care Assistant,"Permanent, full-time or part-time",Swansea                    West Glamorgan,Yesterday by Appcastenterprise,,Competitive salary,https://www.reed.co.uk/jobs/care-assistant/47360328?source=searchResults&filter=%2fjobs%2fpart-time%3fsortby%3dDisplayDate
Appcastenterprise,"Salary: 11.19 - 11.19 per hour Reference: LC-RAYPTW18PT Job Title: Care Assistant (part-time) Locations: Ashford, Staines, Sunbury,TW15, TW16, TW18, TW19, SE5, SE11, SE19, SE21, CR4, SM3, SM4, SW2, SW4, SW8, SW9, SW11, SW12, SW16, SW17, SW18, SW19, SW20...",Care Assistant part-time,"Permanent, full-time or part-time",Staines-upon-Thames                    Middlesex,Yesterday by Appcastenterprise,,Competitive salary,https://www.reed.co.uk/jobs/care-assistant-part-time/47360420?source=searchResults&filter=%2fjobs%2fpart-time%3fsortby%3dDisplayDate
Remedy Recruitment Group,English Graduate Teaching Assistant - 80-85 per day - IMMEDIATE START English Graduate Teaching Assistant to work in East London English Graduate Teaching Assistant to work in the London Borough of English Graduate Teaching Assistant to be available immediately...,English Graduate,"Permanent, full-time",London                    London,2 days ago by Remedy Recruitment Group,,80.00 - 85.00 per day,https://www.reed.co.uk/jobs/english-graduate/47345001?source=searchResults&filter=%2fjobs%2fgraduate-jobs
Remedy Recruitment Group,English Graduate Teaching Assistant - 80-85 per day - IMMEDIATE START English Graduate Teaching Assistant to work in East London English Graduate Teaching Assistant to work in the London Borough of English Graduate Teaching Assistant to be available immediately...,English Graduate,"Permanent, full-time",London                    London,2 days ago by Remedy Recruitment Group,,80.00 - 85.00 per day,https://www.reed.co.uk/jobs/english-graduate/47345001?source=searchResults&filter=%2fjobs%2fgraduate-jobs
Remedy Recruitment Group,Drama Graduate - Redbridge Drama Graduate Redbridge Now or September 85 to 90 per day Are you a Drama Graduate or an Actor? As a Drama Graduate you want to make a positive contribution to our children's learning and development? Are you looking for rewarding...,Drama Graduate,"Contract, full-time",Ilford                    Essex,20 June by Remedy Recruitment Group,,85.00 - 90.00 per day,https://www.reed.co.uk/jobs/drama-graduate/47246928?source=searchResults&filter=%2fjobs%2fgraduate-jobs
Buchanan Search,"If you are a recent graduate or entry-level person looking to learn with unlimited earning potential, we have the perfect job for you. We are currently seeking a Graduate Project Administrator to join our team. In this role, you will be responsible for...",Graduate Administrator,"Permanent, full-time",London                    London,12 June by Buchanan Search,,"25,000 - 30,000 per annum",https://www.reed.co.uk/jobs/graduate-administrator/47152298?source=searchResults&filter=%2fjobs%2fgraduate-jobs
Opinion Groups,"Immediate Start - Make Extra Money In Your Spare Time We are currently looking for members to start working online and from home - flexible hours. All you need is a smartphone, tablet or laptop to get involved. Cashback UK could help you earn extra income...",Paid Emails - Work From Home,"Permanent, full-time or part-time",St. Albans                    Hertfordshire,Yesterday by Opinion Groups,Work from home,Training Course,https://www.reed.co.uk/jobs/paid-emails-work-from-home/47299736?source=searchResults&filter=%2fjobs%2fwork-from-home-jobs%3fsortby%3dDisplayDate
Buchanan Search,This role is with a recruitment agency that specialises in the fintech industry. We are currently looking for a recruitment consultant to join the team. This is a great opportunity for a graduate who wants to get into the recruitment industry. You will...,Graduate Recruiter,"Permanent, full-time",London                    London,8 June by Buchanan Search,,"25,000 - 30,000 per annum",https://www.reed.co.uk/jobs/graduate-recruiter/47115039?source=searchResults&filter=%2fjobs%2fgraduate-jobs
South Ormsby Estate,"The South Ormsby Estate have an exciting opportunity for a Graduate Trainee to join their growing business in South Ormsby, Lincolnshire. Location: South Ormsby Salary: 19,260 per annum Job Type: 1 Year Fixed Term Contract Are you a recent graduate? Are...",Graduate Trainee,"Contract, full-time",South Ormsby                    Lincolnshire,25 May by South Ormsby Estate,,"19,260 per annum",https://www.reed.co.uk/jobs/graduate-trainee/46984828?source=searchResults&filter=%2fjobs%2fgraduate-jobs
Buchanan Search,"Do you have what it takes to be a top recruiter? If you're a people person with an entrepreneurial spirit, this could be the opportunity you've been waiting for. This is a leading recruitment agency with a growing presence in the fintech sector. We're...",Graduate Recruiter,"Permanent, full-time",London                    London,22 June by Buchanan Search,,"25,000 - 30,000 per annum",https://www.reed.co.uk/jobs/graduate-recruiter/47266784?source=searchResults&filter=%2fjobs%2fgraduate-jobs
Appcastenterprise,"Salary: 11.50 - 11.50 per hour Reference: 1.1HOLLO Job Title: Care Assistant Locations: LondonIslingtonN1, Finsbury Park N4, Highbury N5, Holloway N7, Upper Holloway N19, Finsbury EC1 Pay Rate:  11.50 per hour Shifts available: Full time and part...",Care Assistant,"Permanent, full-time or part-time","Islington, London                    London",Yesterday by Appcastenterprise,,Competitive salary,https://www.reed.co.uk/jobs/care-assistant/47360286?source=searchResults&filter=%2fjobs%2fpart-time%3fsortby%3dDisplayDate
Appcastenterprise,"Salary: 11.24 - 12.00 per hour Reference: SAGE-FULH1.1 Job Title: Care Assistant Locations: Fulham area, W2, W9, W10, W12, WC1E, NW1, NW6, NW8, SW6 Pay Rate: 11.24 to 12.00 per hour Shifts available: Full time and part time shifts available flexible to...",Care Assistant,"Permanent, full-time or part-time",Fulham                    London,Yesterday by Appcastenterprise,,Competitive salary,https://www.reed.co.uk/jobs/care-assistant/47360454?source=searchResults&filter=%2fjobs%2fpart-time%3fsortby%3dDisplayDate
Research Tribe,"Immediate Start - Paid Research Research Tribe is looking for people across the UK to work from home by taking part in research. You could become a mystery shopper, product tester or simply share your opinion through paid surveys, focus groups and more...",Immediate Start,"Permanent, full-time or part-time",Peterborough                    Cambridgeshire,2 days ago by Research Tribe,Work from home,Training Course,https://www.reed.co.uk/jobs/immediate-start/47115780?source=searchResults&filter=%2fjobs%2fimmediate-start-jobs
Appcastenterprise,"Salary: 11.24 - 12.00 per hour Reference: LC-WEST1 Job Title: Care Assistant Locations: LondonNW1, NW8, W1, WC1, W2, WC2, W9 Pay Rate: 11.24 - 12.00 per hour Shifts available: Range of shifts available to suit your lifestyle requirements, full-time and...",Care Assistant,"Permanent, full-time or part-time",Letchworth Garden City                    Hertfordshire,Yesterday by Appcastenterprise,,Competitive salary,https://www.reed.co.uk/jobs/care-assistant/47360421?source=searchResults&filter=%2fjobs%2fpart-time%3fsortby%3dDisplayDate
Appcastenterprise,Were looking for a Customer Service Assistant who can make a real difference in their local community Putting U in Southern Co-op Southern Co-op is recruiting for a Customer Service Assistant to help deliver the excellent service were known for. Our...,Customer Service Assistant,"Permanent, full-time or part-time",Bristol                    Avon,Yesterday by Appcastenterprise,,Competitive salary,https://www.reed.co.uk/jobs/customer-service-assistant/47360240?source=searchResults&filter=%2fjobs%2fpart-time%3fsortby%3dDisplayDate
Appcastenterprise,"Salary: 21,840 per year FTE Reference: I0SLJ.1 Job Title: Care Assistant - Guaranteed Hours Contracts Locations: South Lanarkshire, we have runs in the Rutherglen, East Kilbride, Hamilton, Bothwell/Uddingston, Cambuslang and Blantyre areas (G71/G72/G73/G74...",Care Assistant,"Permanent, full-time or part-time","East Kilbride, Glasgow                    Powys",Yesterday by Appcastenterprise,,Competitive salary,https://www.reed.co.uk/jobs/care-assistant/47360384?source=searchResults&filter=%2fjobs%2fpart-time%3fsortby%3dDisplayDate
